"","id","k","v"
"1519940",27591576,"name","Foxcroft Mount"
"1519941",27591577,"highway","residential"
"1519942",27591577,"lcn","yes"
"1519943",27591577,"name","Woodbridge Garth"
"1521088",27606566,"highway","service"
"1521089",27606567,"highway","service"
"1521090",27606568,"highway","service"
"1521091",27606571,"highway","service"
"1521092",27606571,"name","Cleopatra Place"
"1521093",27606572,"highway","service"
"1521094",27606573,"highway","service"
"1521095",27606574,"highway","residential"
"1521096",27606574,"name","Hough End Avenue"
"1521097",27606575,"highway","residential"
"1521098",27606575,"name","Hough End Gardens"
"1521099",27606576,"highway","residential"
"1521100",27606576,"name","Hough End Court"
"1521101",27606577,"highway","residential"
"1521102",27606577,"name","Hough End Close"
"1521103",27606578,"highway","footway"
"1521104",27606579,"bridge","yes"
"1521105",27606579,"highway","footway"
"1521106",27606581,"highway","footway"
"1521107",27606583,"highway","steps"
"1521108",27606585,"highway","footway"
"1521109",27606586,"highway","service"
"1521110",27606588,"highway","service"
"1521111",27606592,"highway","unclassified"
"1521112",27606594,"highway","unclassified"
"1521113",27606594,"oneway","yes"
"1521114",27606598,"highway","residential"
"1521115",27606598,"name","Gamble Hill Drive"
"1521116",27606601,"highway","residential"
"1521117",27606601,"name","Gamble Hill View"
"1521118",27606604,"highway","footway"
"1521119",27606606,"highway","residential"
"1521120",27606606,"name","Gamble Hill Place"
"1521121",27606609,"highway","footway"
"1521122",27606609,"name","Gamble Hill Vale"
"1521123",27606612,"highway","service"
"1521124",27606614,"highway","footway"
"1521125",27606616,"highway","residential"
"1521126",27606616,"name","Queensthorpe Avenue"
"1521127",27606618,"highway","residential"
"1521128",27606618,"name","Queensthorpe Rise"
"1521129",27606621,"highway","residential"
"1521130",27606621,"name","Queensthorpe Close"
"1521131",27606623,"highway","residential"
"1521132",27606623,"name","Gamble Hill Green"
"1521133",27606625,"highway","footway"
"1521134",27606627,"highway","footway"
"1521135",27606630,"highway","residential"
"1521136",27606630,"name","Gamble Hill Rise"
"1521137",27606632,"highway","service"
"1521138",27606634,"highway","residential"
"1521139",27606634,"name","Gamble Hill Lawn"
"1521140",27606636,"highway","footway"
"1521358",27608624,"highway","service"
"1521359",27608625,"highway","residential"
"1521360",27608625,"name","Glebe Court"
"1521361",27608627,"highway","residential"
"1521362",27608627,"name","Glebe Court"
"1521363",27608628,"highway","residential"
"1521364",27608628,"name","Glebe Court"
"1521365",27608629,"highway","residential"
"1521366",27608629,"name","Glebe Court"
"1521367",27608631,"highway","residential"
"1521368",27608631,"name","Hopefield Drive"
"1521369",27608632,"highway","residential"
"1521370",27608632,"name","Middleton Lane"
"1521371",27608633,"highway","residential"
"1521372",27608633,"name","Castlefields"
"1521373",27608634,"highway","residential"
"1521374",27608634,"name","Castlefields"
"1521375",27608637,"highway","residential"
"1521376",27608637,"name","Castlefields"
"1521377",27608638,"highway","residential"
"1521378",27608638,"name","Knavesmire"
"1521379",27608639,"highway","residential"
"1521380",27608639,"name","Knavesmire"
"1521381",27608640,"highway","residential"
"1521382",27608640,"name","Knavesmire"
"1521383",27608641,"highway","footway"
"1521384",27608642,"highway","footway"
"1521385",27608643,"highway","residential"
"1521386",27608643,"name","Hopefield Crescent"
"1521387",27608644,"highway","residential"
"1521388",27608644,"name","Hopefield Place"
"1521389",27608645,"highway","residential"
"1521390",27608645,"name","Hopefield Place"
"1521391",27608646,"highway","footway"
"1521392",27608648,"highway","residential"
"1521393",27608648,"name","Hopefield View"
"1521394",27608649,"highway","residential"
"1521395",27608649,"name","Hopefield View"
"1521396",27608650,"highway","footway"
"1521397",27608651,"highway","residential"
"1521398",27608651,"name","Fairfield Lane"
"1521399",27608653,"highway","residential"
"1521400",27608653,"name","Fairfield Close"
"1521401",27608654,"highway","residential"
"1521402",27608654,"name","Fairfield Close"
"1521403",27608655,"highway","residential"
"1521404",27608655,"name","Fairfield Drive"
"1521405",27608656,"highway","residential"
"1521406",27608656,"name","Fairfield Drive"
"1521407",27608657,"highway","residential"
"1521408",27608657,"name","Fairfield Gardens"
"1521409",27608658,"highway","residential"
"1521410",27608658,"name","Fairfield Gardens"
"1521411",27608659,"highway","residential"
"1521412",27608659,"name","Fairfield Grove"
"1521413",27608661,"highway","residential"
"1521414",27608661,"name","Fairfield Grove"
"1521415",27608662,"highway","residential"
"1521416",27608662,"name","Hopefield Close"
"1521417",27608663,"highway","residential"
"1521418",27608663,"name","Hopefield Close"
"1521419",27608664,"highway","residential"
"1521420",27608664,"name","Hopefield Close"
"1521421",27608665,"highway","residential"
"1521422",27608665,"name","Hopefield Close"
"1521423",27608666,"highway","residential"
"1521424",27608666,"name","Hopefield Green"
"1521425",27608667,"highway","residential"
"1521426",27608667,"name","Hopefield Green"
"1521427",27608668,"highway","residential"
"1521428",27608668,"name","Hopefield Green"
"1521429",27608669,"highway","residential"
"1521430",27608669,"name","Hopefield Green"
"1521431",27608670,"highway","residential"
"1521432",27608670,"name","Hopefield Walk"
"1521433",27608671,"highway","residential"
"1521434",27608671,"name","Hopefield Walk"
"1521435",27608672,"bicycle","yes"
"1521436",27608672,"foot","yes"
"1521437",27608672,"highway","cycleway"
"1521438",27608673,"highway","residential"
"1521439",27608673,"name","Castlefields"
"1521440",27608674,"highway","residential"
"1521441",27608674,"name","Castlefields"
"1521442",27608675,"highway","footway"
"1521443",27608676,"highway","residential"
"1521444",27608676,"name","Castlefields"
"1521445",27608677,"highway","residential"
"1521446",27608677,"name","Castlefields"
"1521447",27608678,"highway","residential"
"1521448",27608678,"name","Kingsfield"
"1521449",27608679,"highway","footway"
"1521450",27608681,"highway","residential"
"1521451",27608681,"name","Angel Row"
"1521452",27608682,"highway","service"
"1521453",27608684,"highway","residential"
"1521454",27608684,"name","Kingsfield"
"1521455",27608685,"highway","residential"
"1521456",27608685,"name","Castlefields"
"1521457",27608686,"highway","footway"
"1521458",27608687,"highway","residential"
"1521459",27608687,"name","Fairfield Grove"
"1521460",27608688,"highway","footway"
"1521461",27608689,"highway","residential"
"1521462",27608689,"name","Hopefield Court"
"1521463",27608690,"highway","residential"
"1521464",27608690,"name","Hopefield Chase"
"1521465",27608692,"highway","residential"
"1521466",27608692,"name","Hopefield Gardens"
"1522061",27613273,"highway","service"
"1522062",27613274,"highway","residential"
"1522063",27613274,"name","Poplar View"
"1522064",27613275,"highway","footway"
"1522065",27613276,"highway","steps"
"1522066",27613277,"highway","residential"
"1522067",27613277,"name","Poplar Way"
"1522068",27613278,"highway","residential"
"1522069",27613278,"name","Poplar Croft"
"1522070",27613279,"highway","footway"
"1522071",27613280,"highway","footway"
"1522072",27613280,"tunnel","yes"
"1522073",27613281,"highway","footway"
"1522074",27613282,"highway","residential"
"1522075",27613282,"name","Gamble Hill"
"1522076",27613283,"highway","steps"
"1522077",27613284,"highway","steps"
"1522078",27613285,"highway","footway"
"1522079",27613286,"highway","footway"
"1522080",27613287,"bridge","yes"
"1522081",27613287,"highway","footway"
"1522082",27613288,"highway","footway"
"1522083",27613289,"highway","residential"
"1522084",27613289,"name","Heather Grove"
"1522085",27613290,"highway","residential"
"1522086",27613290,"name","Heather Gardens"
"1522087",27613291,"highway","footway"
"1522088",27613291,"name","Gamble Hill Walk"
"1522089",27613292,"highway","footway"
"1522090",27613292,"name","Gamble Hill Cross"
"1522091",27613293,"highway","footway"
"1522092",27613294,"highway","steps"
"1522093",27613295,"highway","footway"
"1522094",27613296,"highway","steps"
"1522095",27613347,"highway","service"
"1526368",27655452,"bridge","yes"
"1526369",27655452,"highway","tertiary"
"1526370",27655452,"maxspeed","40mph"
"1526371",27655452,"name","Thorner Road"
"1526372",27655466,"highway","unclassified"
"1526373",27655466,"lcn","yes"
"1526667",27660682,"highway","track"
"1526668",27660682,"name","Pitfield Road"
"1526669",27660683,"highway","residential"
"1526670",27660683,"name","Shayfield Lane"
"1526671",27660684,"highway","residential"
"1526672",27660684,"name","Queens Drive"
"1526673",27660685,"highway","residential"
"1526674",27660685,"name","Queens Drive"
"1526675",27660686,"highway","residential"
"1526676",27660686,"name","Hopefield Chase"
"1526677",27660687,"highway","residential"
"1526678",27660687,"name","Hopefield Chase"
"1526679",27660688,"highway","residential"
"1526680",27660688,"name","Hopefield Grove"
"1526681",27660689,"highway","residential"
"1526682",27660689,"name","Hopefield Grove"
"1526683",27660690,"highway","residential"
"1526684",27660690,"name","Hopefield Mews"
"1526685",27660691,"highway","residential"
"1526686",27660691,"name","Hopefield Mews"
"1526687",27660692,"highway","residential"
"1526688",27660692,"name","Hopefield Mews"
"1526689",27660693,"highway","residential"
"1526690",27660693,"name","Hopefield Gardens"
"1526691",27660694,"highway","residential"
"1526692",27660694,"name","Hopefield Gardens"
"1526693",27660695,"highway","residential"
"1526694",27660695,"name","Hopefield Way"
"1526695",27660696,"highway","residential"
"1526696",27660696,"name","Hopefield Way"
"1526697",27660697,"highway","residential"
"1526698",27660697,"name","Hopefield Way"
"1526699",27660698,"highway","cycleway"
"1526700",27660698,"lcn","yes"
"1526701",27660699,"highway","footway"
"1526702",27660701,"highway","residential"
"1526703",27660701,"name","Northfield Avenue"
"1526704",27660702,"highway","residential"
"1526705",27660702,"name","Northfield Avenue"
"1526706",27660703,"highway","residential"
"1526707",27660703,"name","Northfield Avenue"
"1526708",27660706,"bicycle","yes"
"1526709",27660706,"foot","yes"
"1526710",27660706,"highway","cycleway"
"1526711",27660706,"lcn","yes"
"1526712",27660707,"highway","residential"
"1526713",27660707,"name","Northfield Place"
"1526714",27660709,"highway","track"
"1526715",27660710,"highway","residential"
"1526716",27660710,"name","Newton Close"
"1526717",27660712,"highway","residential"
"1526718",27660712,"name","Newton Close"
"1526719",27660713,"highway","service"
"1526720",27660714,"highway","service"
"1526721",27660716,"highway","footway"
"1526722",27660717,"highway","track"
"1526723",27660719,"highway","track"
"1526724",27660721,"highway","footway"
"1526725",27660722,"highway","residential"
"1526726",27660722,"name","Westfield Close"
"1526727",27660723,"highway","residential"
"1526728",27660723,"name","Westfield Court"
"1526729",27660724,"highway","residential"
"1526730",27660724,"name","Westfield Court"
"1526731",27660725,"highway","track"
"1526732",27660726,"highway","residential"
"1526733",27660726,"name","Amspool Court"
"1526734",27660727,"highway","tertiary"
"1526735",27660727,"name","Chapel Street"
"1526736",27660728,"highway","residential"
"1526737",27660728,"name","Nateby Rise"
"1526738",27660731,"highway","residential"
"1526739",27660731,"name","Little Lane"
"1526740",27660733,"highway","residential"
"1526741",27660733,"name","Primitive Street"
"1526742",27660734,"highway","residential"
"1526743",27660734,"name","Primitive Street"
"1526744",27660735,"highway","residential"
"1526745",27660735,"name","Albion Street"
"1526746",27660737,"highway","residential"
"1526747",27660737,"name","Ashton Crescent"
"1526748",27660738,"highway","residential"
"1526749",27660738,"name","Ashton Crescent"
"1526750",27660739,"highway","service"
"1526751",27660740,"highway","residential"
"1526752",27660740,"name","Unity Street"
"1526753",27660742,"highway","residential"
"1526754",27660742,"name","The Grange"
"1526755",27660743,"highway","residential"
"1526756",27660743,"name","The Grange"
"1526757",27660744,"highway","footway"
"1526759",27660746,"highway","residential"
"1526760",27660746,"name","Ashton Crescent"
"1526761",27660747,"highway","footway"
"1526762",27660748,"highway","residential"
"1526763",27660748,"name","Ashton Crescent"
"1526764",27660749,"highway","residential"
"1526765",27660749,"name","Coronation Street"
"1526766",27660757,"highway","service"
"1526767",27660758,"highway","service"
"1531407",27706859,"highway","footway"
"1532013",27713480,"highway","footway"
"1532014",27713481,"highway","footway"
"1532015",27713482,"highway","service"
"1532016",27713483,"highway","footway"
"1532017",27713484,"bridge","yes"
"1532018",27713484,"highway","footway"
"1532019",27713485,"highway","footway"
"1532020",27713486,"highway","footway"
"1532021",27713487,"highway","service"
"1532022",27713490,"highway","residential"
"1532023",27713490,"name","Hare Farm Avenue"
"1532024",27713492,"highway","residential"
"1532025",27713492,"name","Hare Farm Avenue"
"1532026",27713493,"highway","residential"
"1532027",27713493,"name","Hare Farm Avenue"
"1532028",27713495,"highway","footway"
"1532029",27713496,"highway","residential"
"1532030",27713496,"name","Corn Mill Yard"
"1532031",27713497,"highway","service"
"1532032",27713498,"highway","service"
"1532033",27713499,"highway","service"
"1532034",27713500,"highway","service"
"1532035",27713501,"highway","residential"
"1532036",27713501,"name","Hough Tree Terrace"
"1532037",27713502,"highway","service"
"1532038",27713503,"highway","residential"
"1532039",27713503,"name","Gamble Hill Close"
"1532040",27713506,"highway","residential"
"1532041",27713506,"name","Gamble Hill"
"1532063",27714026,"highway","tertiary"
"1532064",27714026,"name","Silver Royd Hill"
"1532065",27714028,"highway","service"
"1533292",27726789,"highway","residential"
"1533293",27726789,"name","Hare Farm Close"
"1533294",27726790,"highway","residential"
"1533295",27726790,"name","Hare Farm Close"
"1533296",27726791,"highway","residential"
"1533297",27726791,"name","Corn Mill Court"
"1533298",27726792,"highway","residential"
"1533299",27726792,"name","Corn Mill Court"
"1533300",27726793,"highway","service"
"1533301",27726794,"highway","service"
"1533302",27726795,"highway","footway"
"1533303",27726795,"name","Gamble Hill Chase"
"1533304",27726796,"highway","service"
